passengerid,homeplanet,cryosleep,cabin,destination,age,vip,roomservice,foodcourt,shoppingmall,spa,vrdeck,name,transported,rommservice,missing_cryo,missing_vip,missing_home,missing_cabin,missing_destination,missing_name,group_number,pass_slot,deck,number,side
0028_01,Mars,False,F/8/P,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,False,1125.0,0,0,0,0,0,0,0028,01,F,8,P
0030_01,Earth,False,G/4/S,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,False,0.0,0,0,0,0,0,0,0030,01,G,4,S
0031_01,Mars,False,F/9/P,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,True,214.0,0,0,0,0,0,0,0031,01,F,9,P
0031_02,Mars,False,F/9/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True,0.0,0,0,0,0,0,0,0031,02,F,9,P
0031_03,Mars,False,F/9/P,TRAPPIST-1e,20.0,False,,0.0,1750.0,990.0,0.0,Dontch Datie,True,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: roomservice, Length: 8693, dtype: float64>",0,0,0,0,0,0,0031,03,F,9,P
0034_01,Europa,True,D/1/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True,0.0,0,0,0,0,0,0,0034,01,D,1,S
0035_01,Mars,False,D/1/P,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Luse Butte,False,784.0,0,0,0,0,0,0,0035,01,D,1,P
0036_01,Earth,False,F/8/S,55 Cancri e,15.0,False,0.0,492.0,48.0,20.0,401.0,Marina Leodger,False,0.0,0,1,0,0,0,0,0036,01,F,8,S
0038_01,Earth,False,F/10/S,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,False,554.0,0,0,0,0,0,0,0038,01,F,10,S
0039_01,Earth,True,G/1/P,55 Cancri e,30.0,False,0.0,0.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: shoppingmall, Length: 8693, dtype: float64>",0.0,0.0,Jorgie Batthewitt,False,0.0,0,0,0,0,0,0,0039,01,G,1,P
0041_01,Earth,True,G/2/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,0.0,0,0,0,0,0,0,0041,01,G,2,P
0043_01,Europa,False,B/3/P,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,False,0.0,0,0,0,0,0,0,0043,01,B,3,P
0044_01,Earth,True,G/3/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,0.0,0,0,0,0,0,0,0044,01,G,3,P
0044_02,Earth,True,G/3/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,0.0,0,0,0,0,0,0,0044,02,G,3,P
0044_03,Earth,True,G/3/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,0.0,0,0,0,0,0,0,0044,03,G,3,P
0045_01,Mars,False,F/10/P,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,False,970.0,0,0,0,0,0,0,0045,01,F,10,P
0045_02,Mars,True,F/10/P,unknown,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,0.0,0,0,0,0,1,0,0045,02,F,10,P
0050_01,Earth,False,E/1/S,55 Cancri e,35.0,False,790.0,0.0,0.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1        549.0
2       6715.0
3       3329.0
4        565.0
         ...  
8688    1643.0
8689       0.0
8690       1.0
8691     353.0
8692       0.0
Name: spa, Length: 8693, dtype: float64>",0.0,Sony Lancis,False,790.0,0,0,0,0,0,0,0050,01,E,1,S
0051_01,Earth,False,E/2/S,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,False,0.0,0,0,0,0,0,0,0051,01,E,2,S
0052_01,Earth,False,G/6/S,TRAPPIST-1e,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       39.0
1       24.0
2       58.0
3       33.0
4       16.0
        ... 
8688    41.0
8689    18.0
8690    26.0
8691    32.0
8692    44.0
Name: age, Length: 8693, dtype: float64>",False,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,False,4.0,0,0,0,0,0,0,0052,01,G,6,S
0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,True,0.0,0,0,0,0,0,0,0053,01,F,11,S
0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,0.0,0,0,0,0,0,0,0056,01,A,1,S
0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,0.0,0,0,0,0,0,0,0056,02,A,1,S
0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,True,279.0,0,0,0,0,0,0,0056,03,A,1,S
0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,0.0,0,0,0,0,0,0,0058,01,G,7,S
0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False,45.0,0,0,0,0,0,0,0061,01,F,12,S
0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False,0.0,0,0,0,0,0,0,0062,01,F,13,S
0064_01,Mars,True,F/14/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,unknown,True,0.0,0,0,0,0,0,1,0064,01,F,14,S
0064_02,unknown,True,E/3/S,TRAPPIST-1e,33.0,False,0.0,0.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: shoppingmall, Length: 8693, dtype: float64>",0.0,0.0,Colatz Keen,True,0.0,0,0,1,0,0,0,0064,02,E,3,S
0066_01,Earth,False,G/6/P,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,False,1.0,0,0,0,0,0,0,0066,01,G,6,P
0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,0.0,0,0,0,0,0,0,0067,01,G,10,S
0067_02,Earth,False,G/10/S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,Celine Leeves,True,1.0,0,0,0,0,0,0,0067,02,G,10,S
0067_03,Earth,False,F/15/S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,False,1946.0,0,0,0,0,0,0,0067,03,F,15,S
0068_01,Mars,False,E/4/S,TRAPPIST-1e,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       39.0
1       24.0
2       58.0
3       33.0
4       16.0
        ... 
8688    41.0
8689    18.0
8690    26.0
8691    32.0
8692    44.0
Name: age, Length: 8693, dtype: float64>",False,793.0,0.0,2.0,253.0,0.0,Cinst Binie,False,793.0,0,0,0,0,0,0,0068,01,E,4,S
0069_01,Earth,False,F/16/S,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,unknown,True,887.0,0,0,0,0,0,1,0069,01,F,16,S
0070_01,Earth,False,F/13/P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False,190.0,0,0,0,0,0,0,0070,01,F,13,P
0071_01,Earth,False,F/14/P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False,16.0,0,0,0,0,0,0,0071,01,F,14,P
0072_01,Earth,False,F/17/S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False,0.0,0,0,0,0,0,0,0072,01,F,17,S
0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,Gorn Make,False,46.0,0,0,0,0,0,0,0073,01,D,3,P
0074_01,Europa,False,C/3/S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True,1.0,0,0,0,0,0,0,0074,01,C,3,S
0076_01,Mars,False,F/18/S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True,147.0,0,0,0,0,0,0,0076,01,F,18,S
0077_01,Mars,False,F/15/P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True,14.0,0,0,0,0,0,0,0077,01,F,15,P
0078_01,Europa,False,C/4/S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False,0.0,0,0,0,0,0,0,0078,01,C,4,S
0081_01,Earth,True,G/13/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,0.0,0,0,0,0,0,0,0081,01,G,13,S
0082_01,Mars,False,F/16/P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,Totse Datte,False,7406.0,0,0,0,0,0,0,0082,01,F,16,P
0082_02,Mars,True,F/16/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,0.0,0,0,0,0,0,0,0082,02,F,16,P
0082_03,Mars,False,F/16/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,unknown,True,0.0,0,0,0,0,0,1,0082,03,F,16,P
0084_01,Earth,False,G/14/S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,True,688.0,0,0,0,0,0,0,0084,01,G,14,S
0085_01,Europa,True,C/5/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,0.0,0,0,0,0,0,0,0085,01,C,5,S
0086_01,Earth,False,F/17/P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,False,211.0,0,0,0,0,0,0,0086,01,F,17,P
0088_01,Mars,True,E/5/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,0.0,0,0,0,0,0,0,0088,01,E,5,S
0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,0.0,0,0,0,0,0,0,0090,01,G,15,S
0091_01,Earth,True,G/16/S,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,Deanne Yorkland,True,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: roomservice, Length: 8693, dtype: float64>",0,0,0,0,0,0,0091,01,G,16,S
0091_02,Earth,False,F/20/S,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,False,1.0,0,0,0,0,0,0,0091,02,F,20,S
0092_01,Earth,False,G/9/P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,False,0.0,0,0,0,0,0,0,0092,01,G,9,P
0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: shoppingmall, Length: 8693, dtype: float64>",0.0,0.0,Stald Hewson,True,0.0,0,0,0,0,0,0,0092,02,G,9,P
0092_03,Earth,True,G/9/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,0.0,0,0,0,0,0,0,0092,03,G,9,P
0097_01,Europa,False,A/2/S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,False,0.0,0,0,0,0,0,0,0097,01,A,2,S
0098_01,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,False,0.0,0,0,0,0,0,0,0098,01,G,11,P
0098_02,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,True,0.0,0,0,0,0,0,0,0098,02,G,11,P
0099_01,Earth,False,F/19/P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,False,311.0,0,0,0,0,0,0,0099,01,F,19,P
0099_02,Earth,False,G/12/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,0.0,1,0,0,0,0,0,0099,02,G,12,P
0101_01,Mars,True,unknown,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Book Trad,True,0.0,0,0,0,1,0,0,0101,01,unknown,,
0102_01,Earth,False,F/23/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,Ritany Holson,False,0.0,0,0,0,0,0,0,0102,01,F,23,S
0103_01,Earth,False,F/24/S,TRAPPIST-1e,24.0,False,0.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1          9.0
2       3576.0
3       1283.0
4         70.0
         ...  
8688    6819.0
8689       0.0
8690       0.0
8691    1049.0
8692    4688.0
Name: foodcourt, Length: 8693, dtype: float64>",0.0,0.0,17.0,Arlen Mclainez,True,0.0,0,0,0,0,0,0,0103,01,F,24,S
0103_02,Earth,True,G/18/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,0.0,0,0,0,0,0,0,0103,02,G,18,S
0103_03,Earth,True,G/18/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,0.0,0,0,0,0,0,0,0103,03,G,18,S
0105_01,Earth,False,F/21/P,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,False,0.0,1,0,0,0,0,0,0105,01,F,21,P
0107_01,Mars,False,D/2/S,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,False,1743.0,0,0,0,0,0,0,0107,01,D,2,S
0108_01,Earth,True,G/19/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,0.0,0,0,0,0,0,0,0108,01,G,19,S
0108_02,Earth,False,G/19/S,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,unknown,False,562.0,0,0,0,0,0,1,0108,02,G,19,S
0108_03,Earth,False,G/19/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,0.0,0,1,0,0,0,0,0108,03,G,19,S
0110_01,Europa,False,unknown,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,False,0.0,0,0,0,1,0,0,0110,01,unknown,,
0110_02,Europa,False,B/5/P,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,False,0.0,1,0,0,0,0,0,0110,02,B,5,P
0110_03,Europa,False,B/5/P,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,True,2209.0,0,0,0,0,0,0,0110,03,B,5,P
0110_04,Europa,True,B/5/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,0.0,0,0,0,0,0,0,0110,04,B,5,P
0111_01,Europa,True,E/6/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,0.0,0,0,0,0,0,0,0111,01,E,6,S
0112_01,Europa,False,B/1/S,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,True,0.0,0,0,0,0,0,0,0112,01,B,1,S
0113_01,Earth,False,F/23/P,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,Idary Carvis,True,0.0,0,0,0,0,0,0,0113,01,F,23,P
0114_01,Earth,False,G/20/S,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,False,82.0,0,0,0,0,0,0,0114,01,G,20,S
0115_01,Mars,False,F/24/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1         44.0
2         49.0
3        193.0
4          2.0
         ...  
8688      74.0
8689       0.0
8690       0.0
8691    3235.0
8692      12.0
Name: vrdeck, Length: 8693, dtype: float64>",Rohs Pead,True,0.0,1,0,0,0,0,0,0115,01,F,24,P
0116_01,Europa,False,D/4/P,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,True,1.0,0,0,0,0,0,0,0116,01,D,4,P
0119_01,unknown,False,A/0/P,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,Batan Coning,False,0.0,0,0,1,0,0,0,0119,01,A,0,P
0119_02,Europa,True,A/0/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,0.0,0,0,0,0,0,0,0119,02,A,0,P
0120_01,Mars,True,F/25/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1         44.0
2         49.0
3        193.0
4          2.0
         ...  
8688      74.0
8689       0.0
8690       0.0
8691    3235.0
8692      12.0
Name: vrdeck, Length: 8693, dtype: float64>",Bees Sacre,True,0.0,0,0,0,0,0,0,0120,01,F,25,P
0122_01,Earth,False,G/21/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,False,0.0,0,0,0,0,0,0,0122,01,G,21,S
0123_01,Earth,False,F/27/P,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,Iree Fielson,False,55.0,0,0,0,0,0,0,0123,01,F,27,P
0126_01,Mars,True,F/27/S,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,0.0,0,0,0,0,0,0,0126,01,F,27,S
0127_01,Mars,False,E/7/S,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,False,701.0,0,0,0,0,0,0,0127,01,E,7,S
0128_01,Mars,False,D/3/S,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,False,2353.0,0,0,0,0,0,0,0128,01,D,3,S
0128_02,Mars,False,E/8/S,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,Barave Fles,False,2103.0,0,0,0,0,0,0,0128,02,E,8,S
0129_01,Earth,True,G/22/S,PSO J318.5-22,22.0,False,0.0,0.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: shoppingmall, Length: 8693, dtype: float64>",0.0,0.0,Race Fowles,True,0.0,0,0,0,0,0,0,0129,01,G,22,S
0133_01,Mars,True,F/29/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,0.0,0,0,0,0,0,0,0133,01,F,29,S
0133_02,Mars,False,D/5/S,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,False,2738.0,0,0,0,0,0,0,0133,02,D,5,S
0134_01,Earth,False,G/17/P,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,True,0.0,0,0,0,0,0,0,0134,01,G,17,P
